text,final_label
àwọn ìṣe wo lo mọ̀ tí wọ́n kà sí ìgbàgbọ́asán,NEUTRAL
a lè sọ gbogbo rẹ̀ pọ̀ àmọ́ àwọn kan ò fẹ́ sọ èdè abínibí rárá wọ́n ní èdè ayé àtijọ́ ni kókó ọ̀rọ̀ mi ni gbígbé tiwa ga,MIXED
ààrẹ tẹ́lẹ̀ rí ló ń ṣàlàyé bí ìlú òun ṣe yege tí àlááfíà àti àbò tó péye wà,POSITIVE
ó ga o ọ̀gá kílódé kí lẹ fẹ́ fi ọkọ̀ olówó iyebíye báun ṣe ta lo ṣẹ̀,NEGATIVE
ẹni tí ò fẹ́ẹ́ wọ àkísà kì í bá ajá ṣe erée géle whoever wouldnt want to end up wearing rags shouldnt play,NEUTRAL
ọ̀bọ ń làágùn irun ara rẹ̀ ni ò jẹ́ á mọ̀ kò sí ẹni tí ò níṣòro,NEUTRAL
ọ̀gá ẹ ẹ̀ wa fi ọmọ wá sílẹ̀ o jàre ilé baba kìí ba ọmọ lẹ́rù,POSITIVE
beeni oe ku asiko yio ó tó jọ́ mẹ́ta kan náà,POSITIVE
o ò mọ̀ wípé àwọn ọ̀gá pa ìtàn àwọn dúdú kan yìí rẹ́ ni wọ́n sì sọ àwọn kan di èèbó,NEUTRAL
àwọn òṣìṣẹ́ orílẹ̀ èdè nàìjíríà ò rọ́wọ́ họrí owó ń dá wọn lágara ṣe bó o ti mọ ẹlẹ̀wàa ṣàpọ́n layé gbà,NEGATIVE
ase wart àwa la ó borí ìṣòro kíṣòro,POSITIVE
látàríi wípé lẹ́gbẹ́lẹ́gbẹ́ ni a dá a ni a fi pè é láṣọẹgbẹ́jọdá a lè mú aṣọ mẹ́rin ọ̀tọ̀ọ̀tọ̀ fún ayẹyẹ kan ṣoṣo,NEUTRAL
a ò rí irú eléyìí rí a fi ń dẹ́rù ba ọlọ́rọ̀ ni díkedíke ni mo mọ̀ èwo tún ni ránkéránké,NEGATIVE
toò ìrìnàjò tún bẹ̀rẹ̀ ọlọ́run ọba jẹ́ ká sọ̀ láyọ̀,POSITIVE
nítorípé orí ọmọ titun ti ń wọ́ ni mo ṣe ní kí n pè yín sákìíyèsí kan,NEUTRAL
à ì bọ̀wọ̀ fún àgbà kó yà jẹ ọdọ́mọkùnrin yìí láàárọ̀ yìí lóshòdì ẹ̀yin ọdọ́ ẹ jẹ́ á bọ̀wọ̀ fún àgbà,MIXED
ka lẹ́tà tí ẹgbẹ́ ọmọ yorùbá oòduà kọ ránṣẹ́ sí wa,NEUTRAL
ọmọ tí babá bí tó gún bàbá rẹ̀ lọ́bẹ kò jẹ̀bi ẹ jẹ́ á fura ọmọ tí bàbá bí ò jẹ́ hùwà èpè,NEGATIVE
kí a dẹ́kun à ń da pàntí sómi ẹ̀gbin ìwọ̀sí omi ni kò bójú mu ìlo wa kẹ̀dẹ̀ ló wà fún ẹní bá dalẹ̀ á bálẹ̀ lọ,POSITIVE
bí a bá pe dandan ni ká fi ètè lura wọn,NEUTRAL
ajé á sọgbá wa jẹ iṣẹ́ kíníṣín owó gọbọi,POSITIVE
alàgbà kẹ̀ ọmọdé ni mo kúkú jẹ́ yorùbá rẹwà lédè ó ṣe pé a kìí lòó tó nípa àmì,POSITIVE
fọ́nrán e ye san owo mugun,NEGATIVE
onílù dùndún a máa ki àgalú alágbẹ̀dẹ a ki ògún ta ni onídìrí ń kì,NEUTRAL
ògún lákáayé ọṣìn ìmọ̀lẹ ò lómi nílé fẹ̀jẹ̀ wẹ̀ ò láṣọ́ nílé fimọ̀ kímọ̀ bo ra note thats the panegyric of ògún and not èṣù,NEUTRAL
ikoja aye ni itumo e rt yorùbá bọ̀ ilá ti ga ju onírè lọ ọmọ yoòbá kí ni onírè kíni ìtumọ̀ òwe yìí,NEGATIVE
ẹ kú ọjọ́ àìkú o gbogbo ọmọilé,POSITIVE
àdèfi àwọn ọmọọ wa tí a gbìn sókoo yín ọyàn yìí ní í jẹ́ wọ́n ta ẹ yẹ ọmú wò,NEUTRAL
ta ń mọ̀ ọ́ o,NEUTRAL
sisí yétúndé mọ gbà fúnun yín o,POSITIVE
èèyàn iyì ẹ kú ìsinmi o,POSITIVE
òjò ọyẹ́ la mọ òjò tó bá rọ̀ lóṣù mẹ́ta tó kálẹ̀ ọdún sí tí ọyẹ́ á sọ̀kalẹ̀ táfẹ́fẹ́ ọyẹ́ yóò máa ya lu teranko tènìyàn,NEUTRAL
ire elédùmarè di oríi wa,POSITIVE
a ti lọ a ti dé,NEUTRAL
mo rẹrin iyangi,POSITIVE
báwo wá ni gẹ̀lẹ̀dẹ́ ti ṣe bẹ̀rẹ̀ kí ló mú gẹ̀lẹ̀dẹ́ di àṣà nílẹ̀ yorùbá,NEUTRAL
èmi náà gbà bẹ́ẹ̀,POSITIVE
a ríi bẹ́ẹ̀ o inú wa dùn gaanan ni,POSITIVE
ọlọ́run gba àkóso ní o,POSITIVE
ọjọ́ kan pẹ̀lú o ọmọ ìyá,POSITIVE
ilé ẹní tó bá kọ́kọ́ ṣáná ni ará ayé yóò tọ̀ lọ láti fọnnáfẹ́nàgba ẹ̀ṣẹ́ iná tí wọn yóò lò fi kẹ igi ìdáná ìdí àrò mẹ́ta,NEUTRAL
a gbó a tọ́ perez,POSITIVE
káre fún iṣẹ́ tí o ṣe sójú beyoncé,POSITIVE
torípé ònìí ni ọjọ́ ọjọ́bọ̀ a ò ní rìnàrìnrá a ò ní nù ire àlọ ire àbọ̀ àtẹ̀yún àtẹ̀wá làtẹ́lẹsẹ̀ ń pa ẹ̀kùrọ́ ojú ọ̀nà,POSITIVE
yẹ ọmú ẹ wò,NEUTRAL
ṣẹ́ẹ́rẹ́ èrèlé ẹrẹ́nà wàràwéré ń jó lọ àmọ́ bí ọdún náà ṣe ń lọ èmi àti ìwọ ò ní bá a lọ láṣẹ ọba òkè ẹ kú àmójúbà o,POSITIVE
arábìnrin wa àtàtà ẹ mà kú ìdìde o ládùn ládùn làá bálé olóyin o ẹṣeun,POSITIVE
asẹ́hìn ní ṣùgbọ́n síbẹ̀ ọjọ́ kéje àti ìkẹtàdínlógún ṣe kókó ọjọ́ méjèèjì yìí ni òòṣà ń jáde a ì í sì í wò ó ẹni bá wò ó yóò kú pi,NEUTRAL
ojúmọ́ ire ni tòní o a dúpẹ́ lọ́wọ ọlọ́run ọba,POSITIVE
ìgbàgbé ló ṣe orógbó tí kò ní awẹ́ ìgbàgbé ló ṣemí o,POSITIVE
àbá má ṣe gbọ́ ti ẹlẹ́gàn bí ó bá ùn ọ̀ láti ọkànàn rẹ o jẹ́ yára ṣe é kó tóó pẹ́ ó ṣe é ṣe kó jẹ́ pé ibẹ̀ ni ògoò rẹ wà,POSITIVE
àdúrà àti ààwẹ̀ ni yóò tán ọ̀rànan nàìjíríà àbí àyípadà àwọn èèyàn ìlú bí àwọn èèyàn ò ronú pìwà dà àdúà tòun ààwẹ̀ ò le è dáhùn,NEUTRAL
ọmọdé bú ìrókò ó bojú wẹ̀hìn,NEUTRAL
àmọ̀ràn mi fún ẹni bá fẹ́rànan ẹranìgbẹ́ nìyí tún ẹran tí o bá rà yan dáadáa abi oaroyi ki p,POSITIVE
fàájì la wà o,POSITIVE
ó ga o iléayé wá le koko bí ojú ẹja nílẹ̀ wa,NEGATIVE
ẹni a fẹ́ la mọ̀ a ò mọ ẹni tó fẹ́ni,NEUTRAL
ẹkú ojúmọ́ o ṣálàáfíà ni ṣe omi ò yalé o,POSITIVE
lóde òní aṣọ ẹgbẹ́jọdá ni àwọn èèyàn wa ń pè ní aṣọ ẹbí àṣìlò ọ̀rọ̀ ni aṣọ òkú ni aṣọ ẹbí ọmọlẹ́bí nìkan ní sì í rà á,NEUTRAL
yorùbá dùn lédè o,POSITIVE
ọmọ kékeré ara mi kò gba ìkánjú o,NEUTRAL
àwa fúnra wa ló yẹ kí a máa ròhìn nípa wa kì í ṣe àwọn tọ̀hún àìkówọ̀ọ́ rìn ní í ṣe ikú pa ọmọ ejò ẹ jẹ́ kí gbogbo wa mú ìgbélárugẹ àti ìpolongo nǹkan ti wá pẹ̀lú àtẹ̀jáde nípa ara wa,POSITIVE
ẹ wo àpótí ìwée yín,NEUTRAL
moni oluwa ni mosan mio mu kikan modupe oo°˚˚˚° kristiọpẹ́ ló yẹ ọlọ́run ọba,POSITIVE
aláìjẹ̀bi ló ń kú,NEGATIVE
kí làwọn baba wa ń fi bọ́tọ ṣe,NEUTRAL
wọ́n á ní ìkà ni à ń fi ọgbọ́n ti wa ṣe nǹkan rere wo ló ti jáde kí la ti ṣe rí òyìnbó kọ́ ló kọ́ wa ní ohun gbogbo ni,POSITIVE
èmi náà kí yín o ojúlówó ọmọ oòduà ire ni lónìí o,POSITIVE
itan ewúrẹ́ láwọn afẹ̀hónúhàn fi nmu gààrí ní ìjẹ̀bú òde,NEUTRAL
ẹṣeun jàre ojúlówó ọmọ oòduà,POSITIVE
olóògbé ọlátúnjí ní àbẹ̀kẹ́ wẹ̀ lódò ó ń yán ọwọ́ ọṣẹ ọmọ ̀bá ò kí ni ọ̀rọ̀ yìí túmọ̀ sí,NEUTRAL
òòrùn yọ yòò,NEUTRAL
bẹ́ẹ̀ni o ẹ̀mẹẹ̀ta ganan lèmi nbọ ọ́ lójúmọ́ ó di dandan,NEUTRAL
ó ṣe mí ní kàyéfi ganan ni ṣé kò sí àgbéró mọ́ ni àfàró ìfura tòun àfẹ́ẹ̀rí àti ìṣọ́ra bẹ́ẹ̀ tí ń dènà de irúfẹ́ ìṣẹ̀lẹ̀ báwọ̀nyìí,POSITIVE
kí la ṣe,NEUTRAL
àṣìírí òbò máa ń bò ni àṣìíríi mi á túbọ̀ máa bò sí i lágbára elédùmarè okó kì í ṣaláyí máà rí nǹkan kó oríì mi gbè mí jẹ́ kí n máa ríre kó,POSITIVE
ilẹ̀ yorùbá ni wọ́n ti kọ́kọ́ dá ilé iṣẹ́ ẹ̀rọ amóhùnmáwòràán àkọ́kọ́ ní ilẹ̀ adúláwò sìí ní abẹ́ ọ̀báfẹ́mi awólọ́wọ̀ tí ń ṣe àkóso ìjọba agbègbè ìwọ̀ oòrùn nàìjíríà ní ìbàdàn ni wọ́n dá ilé iṣẹ́ ẹ̀rọ amóhùnmáwòràán náà sì tí wọ́n sì ṣe,NEUTRAL
kini alupupu ọ̀kadà ni yorùbá ńpè ní alùpùpù ojúmọ́ ire ni o,POSITIVE
àwọn èèyàn ti gbé wọ́n sì dàgbà láyé kí wọ́n tó jépè èdùmàrè ̀báronu,NEUTRAL
àjò ò dùn mán kí ẹlẹ́rù kẹ́rù ẹ̀ ilé yá,POSITIVE
ní ọlá ọlọ́la a ó sọ ìtàn kan tí ó dòwe ṣé o mọ òkòló,NEUTRAL
♫♪ yé ó ma ń dùn mí ganan ó ma ń dùn mi ganan ganan ganan ganan ♪ bí pàsó ti ṣe kọrin,POSITIVE
àwọn òrìṣà ní ilẹ̀ yorùbá èṣù òjíṣẹ́ àárín ẹ̀dá ọmọ ènìyàn àti ọ̀run èṣù ló ni oríta onílé oríta ṣànpọ̀ná òrìṣà tí ń fi ààrùn bá èèyàn jà ọ̀sányìn òrìṣà tó ni ewé àti egbò yemọja òrìṣà omi,NEUTRAL
èdè ju ẹyọkan lọ ní ìpínle edo yorùbá nìkan ni ti ondo,NEUTRAL
ní ìbámu sí àtẹọjọ́ méje tí pope gregory xiii mú wá a yí ọjọ́ sí àìkú ajé ìṣẹ́gun ọjọ́rú ọjọ́bọ̀ ẹtì àti àbámẹ́ta,NEUTRAL
aṣọ wo ni n óò wá wọ̀ lọ ibiṣẹ́ lónìí o a ò rí òòlọ̀ lọṣọ n ò sì ní òòlù nílé ìyẹn làwọn baba wa lò kí mànàmáná tó dé,NEUTRAL
ó tún bani lọ́kàn jẹ́ pé iṣẹ́ abẹ niwọ́n ń lọ ń ṣe,NEGATIVE
iléiṣẹ́ tí kìí ṣe tìjọba ótitógẹ́ ló wà lórí ìtàgé báyìí,NEUTRAL
fẹ́rẹ̀ = almost olùkọ́ fẹ́rẹ̀ẹ́ lu wálé pa the teacher almost killed wálé with beating,NEUTRAL
ẹ̀ ń kí ọmọ yoòbá kú àyájọ́ ọjọ́ ìbí ẹ sì ń lo èdè elédè orúkọ yorùbá sì lẹ̀ ń jẹ́ gbàgàdàgbagada ni à ń rí orúkọ yín ẹ yí padà,POSITIVE
ọmọ oodua ọmọ yorùbá níbi kíi bi ó ba wà má à bọ̀ wá ilé làbọ̀ sinmi oko,POSITIVE
ọjọ́bọ̀ ọjọ́ kankànlélógùn oṣù kọkànlá ẹgbàá ọdún ó lé mẹ́tàlá a ò ní kan àgbàkò àlọ àti àbọ̀ ọ wa olúwa pa á mọ́ àṣírí á bò,POSITIVE
ìlépa owó ti mú ẹlòmíràn gbàgbé nkan tó ṣe pàtàkì láyé,NEUTRAL
sùúrù baba ìwà sùúrù loògùn ayé bẹ́ẹ̀ ni sùúrù ò lópin,POSITIVE
ní ọdún àwọn ọmọ ogun sójà àti àwọn ará ìlú ẹ̀pẹ́ ìpínlẹ̀ èkó kọjú ìjà sí ara wọn àwọn sójà pa ọmọ ìlú ní rẹpẹtẹ ṣùgbọ́n àwọn ará ìlú kọjú sí oṣìn ìlú fún ìgbeniníjà láti borí àwọn sójà náà,NEGATIVE
ajé o gbé re ayé mi kòmí lónìí tí í ṣe ọjọ́ ajé kájé o bugbá jẹ kí n rí tajé ṣe lọ́sẹ̀ yìí kájé ó máa báwa gbé títí,POSITIVE
rọra ṣe o rọra ṣe ọmọ ẹ̀mí rọra ma ṣe gbe orin tuntun iṣẹ́ òru jáde,POSITIVE
òòṣà wọn rè é níbí kofí ni wọ́n pe orúkọ rẹ̀,NEUTRAL
orun sẹ pàtàkì fún làákáyè èèyàn fún ṣíṣiẹ́ déédé ọpọlọ àti ìlera ara ẹni,POSITIVE
ọmọ naija ẹ yéé bára yín jà ẹ máa bára yín jẹun,POSITIVE
ìbòjú dúdú àti omi tí mo fi ńwòó rè é lóòótọ́ ló yọ àmọ́ kò pọ̀ ni ẹ ṣeun,POSITIVE
nb aro = dye osùn = camwood powder ẹfun = cascarilla powder,NEUTRAL
e ò gba gbìyànjú síi ọ́ ni kò kí n ṣe o,NEUTRAL
ọba aṣèyanu ni ọlọ́run ẹ dáákun ẹ bùnwa lóru bíntín o,POSITIVE
mo kí yín o fún àwọn ìròhìn oríṣìíríṣìí tí ẹ máa ń fi tó wa létí ẹkú iṣẹ́ o,POSITIVE
èrèlé dé ẹ jẹ́ a kí i káàbọ̀,POSITIVE
tẹni n tẹni tàkísà ni tààtàn èdè yorùbá lèdè mi àṣà yorùbá lẹ ó fi dá mi mọ̀ èdè yorùbá rẹwà púpọ̀ yorùbá yo yo yo bí iná alẹ́ yorùbá ru ru ru bí omi òkun yorùbá baba ni baba ń ṣe a,POSITIVE
àmọ́ kí ìdájọ́ ọlọ́run tó dé ó yẹ kí wọn ko ìdájọ́ ọmọ ènìyàn,NEGATIVE
a kò gbo̟dò̟ dá è̟bi è̟s̟è̟ fún e̟nìké̟ni fún pé ó hu ìwà kan tàbí pé ó s̟e àwo̟n àfojúfò kàn nígbà tó jé̟ pé lásìkò tí èyí s̟e̟lè̟ irú ìwà bé̟è̟ tàbí irú àfojúfò bé̟è̟ kò lòdì sí òfin orílè̟èdè e̟ni náà tàbí òfin àwo̟n orílè̟èdè àgbáyé mìíràn,NEUTRAL
mo sá di ọ́ o ọlọ́run ọba ọba gbanigbani tí í yọ ọmọ rẹ̀ lọ́fìn tèmi dọwọ́ rẹ olùgbàlà,POSITIVE
insectkòkòrò english name wasp orúkọ rẹ̀ ní yorùbá kòkòrò agbọ́n it is the insect that plays the big role in the yorùbá proverb ẹni bá jálé agbọ́n dandan ni kí agbọ́n ó taá also the idiomàkànlò èdè ọ́ fi ọwọ́ jálé agbọ́n,NEUTRAL
ẹ káàárọ̀ o ẹ̀bi yín ni tí ẹ ra o ẹ lọ ra ipad kíákíá,POSITIVE
ifá ní kí a rọra fún ẹmu àmujù,POSITIVE
ìyẹn náà ńkọ́ kò ṣe é mu nílé ni,NEUTRAL
àfikún fún ọjà òwúrọ̀ ni ọjà yìí jẹ́,POSITIVE
ẹ̀yin ọmọ maríwo kí ni ṣíṣe,NEUTRAL
èkó ilé ṣe ẹ wàpá,POSITIVE
ẹ kò gbà á mò ń bọ̀,NEUTRAL
ọmọ oòduà ooo níbo lẹ wà ká fó,POSITIVE
ọ̀rọ̀ ìkórìíra tẹ̀gbintẹ̀gbin ń fa orílẹ̀èdè nàìjíríà àti orílẹ̀ èdè mìíràn ya pẹ́rẹpẹ̀rẹ ó yẹ kí a wá wọ̀rọ̀kọ̀ fi ṣàdá kí a tẹrí irẹ̀ bọlẹ̀,NEUTRAL
èkó kẹ̀ ẹ ò rí bí iná ṣe tàn sílẹ̀ ni,POSITIVE
️ ọ̀gẹ̀dẹ̀ dúdú kò yá bù ṣán ọmọ burúkú kò yá lù pa️ ọ̀gẹ̀dẹ̀ dúdú kò yẹ á bù ṣán ọmọ burúkú kò yẹ á lù pa️,NEUTRAL
mo kọ àkọsílẹ̀ tuntun sí,POSITIVE
mo ra dòdò ní ìdó mo jẹ dòdò ní ìdó mo fọwọ́ọ dòdò pa ọmọ onídòdò ní ìdodo,NEUTRAL
irú èèyàn wo ni a máa ń pè ní ẹlẹ́mọ̀ṣọ́,NEUTRAL
hàín ètùtù kẹ̀ haha,POSITIVE
ọ̀gá fi ọgbọ́n àrékérekè ọwọ́ wọn ba ti wa jẹ́ àmọ́ kò yé ọ̀pọ̀lọpọ̀ wa bẹ́ẹ̀ ẹni ire la pè wọ́n ẹni ègbé ẹni ẹ̀tàn ni wọ́n,NEGATIVE
kò tọ́pẹ́ o a kìí dúpẹ́ ara ẹni,POSITIVE
wákàtí ló kù kí ọdún parun a ò ní bá a parun,POSITIVE
ẹ gbàá mo kàn bá yín tún un kọ ni,POSITIVE
ìbàjẹ́ ọjọ́ kan ò tán bọ̀rọ̀,NEUTRAL
ẹgbọ́ báwo ni ṣe nfi àwọn òfin titun dàmú ará èkó,NEUTRAL
alẹ́ ọmọ ayò mi ti lẹ́,NEUTRAL
tiwa n ti wa ẹ jẹ́ á sapá ká polongo wa tantan fáráyé a ò le è bórá ká bó ilà mọ́n ọn bí a ba ń sunkún à ń ríran,POSITIVE
kí olúkálukú yáa ṣe jẹ́jẹ́ o ó dọwọ́ ọlọ́run,POSITIVE
mo ti rorín mo ti bọ́jú èmi ò kí í ṣe ọ̀bùn ènìyàn tí í fojú àná wòran,NEUTRAL
aibikita fún ẹ̀mí ọmọniyan kiise óhun ti oje ìtẹ́wọ́gbà ìwà ipá àti jagidijagan kòṣe ọmọ adamọ kankan loore mo rọ gbogbo adari ìlú àti àwọn ará ìlú láti mú iforowero lokunkundun suuru àti ìfaradà ṣe pàtàkì lójúna àti dènà aàwọn tí yóò yọrí sí jagidijagan,POSITIVE
èkìtì ganan ló ni èdè yoòbá o èdè èkìtì dùn yàtọ̀,NEUTRAL
mo tún ya ẹgbàágbèje àwòrán màá fi àwon kan hàn ní,NEUTRAL
a ò rọ́jọ́ so lókùn,NEUTRAL
tìlùtorin yìí dùnún gbọ́ dùn létí,POSITIVE
kí ni ìwọ kọ́kọ́ sọ lórí kí ni ẹ,NEUTRAL
o wo ní kékéré kíni doe ní yorùbá èwo ni ọ̀pọ̀lọ́ kọ̀nkọ̀ àti àkèré,NEUTRAL
ọlọ́pàá yóò tú silẹ lola fìdí ọ̀rọ̀ múlè,POSITIVE
mò ń ka ìwé kan nípa ohun tí mo rí pọ̀,NEUTRAL
alàgbà túndé alápini aig tẹ́lẹ̀ gba ọ̀dọ́ níyànjú láti ṣe ju bí a ti ń ṣe sẹ́hìn lọ,NEUTRAL
ikú tó pa aládìẹ,NEGATIVE
awon were àwọn wo tún nìyẹn o ṣé wèrè gbígbẹ ni wọ́n ni àbí tútù,NEUTRAL
ọ̀pọ̀ ló fẹ́ dọjọ́ òní àmọ́ ikú ti múwọn lọ ṣùgbọ́n ọlọ́run ọba múwa wà láyé ọpẹ́ ni fún olú ọrun,POSITIVE
kí èèyàn mú ìdá díẹ̀ nínú ohun tí ó ní lọ fún olórí ìlú,POSITIVE
òun rèé gbà,NEUTRAL
rt orúkọ míràn wo la npe ẹ̀wà eree,NEUTRAL
ògùngùn àjẹsára tí kò ní mú kí ìbọn ó dáhùn ni aṣaki bí wọ́n bá náà ìbọn sí ọ kí wọn ó tẹ ìréìbọn bájínátù náà kò ní yìn,NEUTRAL
bàbá mi lókè bàṣírí mi jẹ́ kí gbogbo òkè ìṣòroò mi ó di ìpẹ̀tẹ́lẹ̀ bàṣírí mi jẹ́ kí kakulátọ̀ kakulétì owóò mi tì àṣẹ,POSITIVE
ọ̀gá ṣẹ́gun ẹ kú oríire àná o ó ń kan mí ní omi inú èmi nìkan ni ẹ kò tún túwíìtì ìkíni ọjọ́ ìbí tí mo tẹ̀ jáde pín ṣé nítorí wípé èdèe yorùbá ni mo fi kọ ọ́ ẹ̀ ń fárí apá kan dápá kan sí,MIXED
àwọn alákọra àtọ̀hùnrìnwá onímúṣoṣoro yìí ti kó ọ̀pọ̀ ọmọ yorùbá lẹ́rú fúlàní ló ta àjàyí ìyá àti àbúròo rẹ̀ méjèèjì sóko ẹrú ní bí nǹkan,NEGATIVE
àti tí wọ́n fẹ dojúkọ arawọn lónìí njẹ́ ariwo gbígbìn ò wá ní pọ̀jù báyìí o,POSITIVE
ìta ògún ẹsa òkúta la fi gbẹ́ ẹ onímọ̀ ní pé ohun èlò awoọjọ́ bí aago ni oòrùn la fi ń mọ àsìkò,NEUTRAL
ọlọ́run ọba ṣèyíówùú náà ló gbéwa dìde lórí ìtẹ́ kó má ṣàì dáàbò rẹ̀ bòwá lọ́jọ́ òní,POSITIVE
ìtumọ̀ méjì ló ní lédè gẹ̀ẹ́sì o ọ̀kan ewéko ni ìkejì ààrùn tí ń múni láwọ̀ ara èwo níbẹ̀,NEUTRAL
a jẹ́ pé gbogbo oun tí a dáwọ́ lé á yọrí sí rere gbogbo ibi tí a fẹ́sẹ̀ tẹ̀ á di àtẹ̀gbé bí i ti àjànàkú,POSITIVE
odò chad tí ó ń ṣàn tẹ́lẹ̀ ti gbẹ mọ́ orísun tán,NEUTRAL
kí ni o rí sí ìfọ̀rọ̀wánilẹ́nuwò yìí,NEUTRAL
fún ìpe pàjáwìrì pe o lè dínàa ewu yẹn,NEUTRAL
wọ́n ti ní ilé làáwò ká to sọmọ lorúkọ wọ́n pèèyàn ní ọ̀tẹ̀ di ọlá ẹní kílódé tó fi kowo jẹ,NEUTRAL
ọmọdé ò mọ òògùn ó ń pè é lẹ́fọ̀ọ́,NEGATIVE
lọ́tọ̀ọ̀tọ̀ ni wọ́n ń gbé tí wọ́n kò sì ní ọba ọ̀tọ̀ọ̀tọ̀ nítorí gbogbo olórí olóyè wọn di ipò mùú lábẹ́ aláàfin ọ̀yọ́ ìdí èyí ni wón fi ní wípé ẹ̀gbá kò ní olú gbogbo wọn lọ ń ṣe bíi ọba olú wà ní ọ̀yọ́,NEUTRAL
ohun mèremère tí ènìyàn funfun bá ti ṣe ló ní ọwọ́ elédùmarè nínú bẹ́ẹ̀ la ṣe ríi tiwa ni tèṣù ọ̀dàrà,NEUTRAL
mo gbọ́ pé wọ́n pa èèyàn nítorí gaàrí,NEGATIVE
torípé iṣẹ́ àgbé niṣẹ́ ilẹ̀ẹ wa lómú kí ẹ̀yà ṣì di àṣà ọ̀ún mú dòní olóòní,NEUTRAL
bí a pa ẹja tán lẹbẹ ẹja ní í há ẹja lẹ́nu kíni lẹbẹ,NEUTRAL
àmọ́ mo ti tún dé bí ewé adé mo bọ̀ bí ẹ̀bọ̀yè mo lọ mo bọ̀ n kò bọmọ jẹ́,POSITIVE
akanni àbí akàn ni ìyàtọ̀ ń bẹ,NEUTRAL
mo jókòó àìnàró mo ríre ọrọ̀ tó pọ̀ rẹgẹdẹ,POSITIVE
inú mi dùn gidi gan an ni fún ìbéèrè yìí,POSITIVE
baba deégún kí ọlọ́run fọ̀run kẹ́ wọn,POSITIVE
àṣẹ wàá ẹ kú gbogbo ẹ̀,POSITIVE
oto oro nibi o dake aiye ma fi itumo sibi o ba soro aiye ma wi naa ni rt kò cont,NEUTRAL
ẹnikan ki bu ṣango ni igba ẹrun,NEUTRAL
kinni itumọ technology ni ede yoruba ti ẹ ba fẹ mọ idahun si ibeere yii ẹ wo fidio yii wo akojọpọ fidio nibi,NEUTRAL
abẹ́rẹ́ á lọ kí ọ̀nà okùn tó dí ibi gbogbo tí ń bẹ lọ́nà ẹ bìlà ọmọ ọlọ́nà ń bọ̀ ẹ̀gbá ẹ kú àlejò mi o,POSITIVE
king sunny adé abi sunday adeniyi adegeye ni ojo mejilelogun osu kesan odun si ilu ondo wan je ogbontarigi akorin jùjú ati anjonu oni jita king sunny ade ti polongo asa ati iwa yorùbá kaakiri agbiye ki eledua ba wa fun king sunny ade ni emi gigun,POSITIVE
ta lẹ̀ yin jà fún ikọ̀ agbábọ́ọ̀lù wo ni yín,NEUTRAL
aiyé àtúnwá ìpadàwáyé àbíkú àti àkúdàáyá ìgbàgbọ́ nínú aiyé àtúnwá kìí ṣe ohun àjòjì sí àwọn yorùbá wọ́n gbàgbọ́ nínú ìlànà ìbí ikú àti àtúnbí àwọn yorùbá pín aiyé àtúnwá sí ọ̀nà mẹ́ta ìpadàwáyé àbíkú àti àkúdàáyá,NEUTRAL
máà jẹ́ ó yà ọ́ lẹ́nu ewé patanmọ́ ń fọ iléìtọ̀ mọ́,POSITIVE
~ ayé wa á tòrò ìgbàa wa á dára kalẹ́,POSITIVE
dárúkọ orúkọ mẹ́ta tí ó bẹ̀rẹ̀ pẹ̀lú lá,NEUTRAL
ìyá wọn ò gbọdọ̀ jẹ oúnjẹ àná tí wọ́n bá ń tọ́ wọn lọ́wọ́ bí wọn ò bá ṣe àwọn ǹkan wọ̀nyìí àwọn ọmọ náà ma rù tí wọ́n sì ma ṣe àárẹ̀ àfi tí wọ́n bá ṣe àtúnṣe bí wọ́n bá fẹ́ gba agbára òkè náà lọ́wọ́ wọn wọn ma yí ọmọ náà mọ́ iyẹ̀pẹ̀,POSITIVE
àwọn kan ò níná àwọn kan tanná sílẹ̀ yanyan ìka ò dọ́gba,NEUTRAL
bí wọ́n bá ṣe bẹ́ẹ̀ tán oúnjẹ dẹ́lẹ̀ èlùbọ́ iṣú dé,POSITIVE
kí ni ìtumọ̀ọ àkànlò èdè yìí ó kọtí ọ̀gbọìn,NEUTRAL
orí ni à bá bọ à bá fi ọ̀rìṣà sílẹ̀,NEUTRAL
elémùré ò kú o baba èkìtì lọ sinmi lọ́run ni o,POSITIVE
ọ̀tàkìtì pọ́nwọ́ lá ò bomi ẹ́nu fẹ́ná jó ò fìdìí aró ìyá ẹ̀ ṣeléérú balúbodè lọ́run oólabí ojigan lóògùn olówó gbáròyèé ọláàlú o gbére owó kò mí kí ajé ó máa jẹ́ mi,POSITIVE
bó o ti ṣe sọ nù un,NEUTRAL
èṣù ọláìlú kì í ṣe sátánì tàbí bìlísì,NEUTRAL
ojúmọ́ tó mọ́ mi lónìí ojúmọ́ ire ni kó jẹ́,POSITIVE
ẹ ẹ̀ bámi dúpẹ́ lọ́wọ́ iléiṣẹ́ asọ̀rọ̀mágbèsì abẹ́òkút àwọn ni wọ́n ṣe irú ànfàní yìí,POSITIVE
áha ṣé àwọn ọmọ ẹgbẹ́ tiwọn ni àbí àwọn ọ̀darà kọ́daràn ó ga o,POSITIVE
kí ni ẹtà,NEUTRAL
tàbí kí ó kúkú bá wọn sọ̀rọ̀ tààrà,NEUTRAL
ijó àjórẹ̀hìn ni wọ́n npèé,NEUTRAL
